Timestamp_s,RED,IR
84.5497,58624,59016
84.5846,58630,59081
84.606,58658,59080
84.6257,58634,59103
84.6408,58665,59144
84.6767,58670,59170
84.6817,58680,59148
84.7125,58692,59173
84.7324,58707,59234
84.7528,58706,59269
84.7793,58743,59268
84.7993,58781,59308
84.8213,58763,59266
84.841,58666,59150
84.877,58514,58931
84.883,58389,58662
84.9145,58267,58557
84.9327,58229,58475
84.9533,58235,58473
84.9799,58311,58531
85.0032,58325,58593
85.0157,58375,58625
85.0437,58397,58636
85.0678,58387,58689
85.092,58404,58703
85.1118,58407,58690
85.1409,58386,58651
85.1549,58338,58608
85.1796,58339,58609
85.1888,58350,58562
85.2184,58374,58634
85.2469,58411,58662
85.2584,58429,58730
85.2871,58462,58764
85.2931,58479,58820
85.3353,58496,58846
85.351,58515,58913
85.377,58538,58916
85.3916,58529,58938
85.4114,58547,58949
85.4393,58579,59005
85.4671,58587,59022
85.4842,58585,59025
85.5018,58605,59033
85.5226,58619,59076
85.5424,58618,59106
85.5744,58631,59108
85.5848,58655,59146
85.6134,58678,59186
85.6396,58670,59223
85.6616,58736,59272
85.6743,58719,59309
85.6961,58665,59217
85.724,58548,59009
85.7517,58368,58760
85.7715,58244,58552
85.7864,58173,58418
85.8186,58170,58381
85.8331,58176,58415
85.8592,58191,58444
85.8786,58266,58474
85.8974,58276,58557
85.9285,58312,58600
85.9543,58359,58619
85.9593,58314,58629
85.9868,58314,58599
86.0198,58307,58568
86.0335,58268,58545
86.0574,58247,58516
86.0635,58278,58552
86.1058,58312,58559
86.1238,58350,58646
86.1478,58356,58684
86.1603,58445,58708
86.1828,58444,58776
86.21,58467,58805
86.2376,58501,58850
86.2517,58470,58859
86.2715,58482,58874
86.3042,58476,58895
86.3146,58521,58950
86.3409,58559,58965
86.3482,58554,58977
86.3905,58542,59002
86.4063,58561,59044
86.4316,58588,59064
86.4472,58605,59080
86.4843,58622,59120
86.4873,58664,59145
86.5199,58657,59164
86.5363,58654,59210
86.5588,58696,59255
86.5705,58705,59307
86.606,58680,59259
86.6277,58572,59079
86.6472,58405,58865
86.6754,58296,58624
86.7027,58214,58494
86.7168,58175,58417
86.7368,58184,58449
86.7506,58231,58484
86.784,58273,58564
86.7933,58346,58636
86.8274,58353,58708
86.8352,58420,58747
86.8692,58379,58748
86.8942,58375,58735
86.9173,58349,58664
86.9321,58314,58624
86.9552,58333,58593
86.9848,58319,58578
87.0075,58314,58618
87.0214,58397,58682
87.0433,58390,58726
87.0755,58421,58784
87.0775,58448,58835
87.1117,58495,58875
87.119,58463,58898
87.1678,58499,58916
87.1678,58525,58957
87.2006,58526,58950
87.2167,58538,58995
87.2539,58542,58988
87.2649,58561,59025
87.2926,58574,59069
87.3124,58576,59071
87.3378,58614,59086
87.3515,58616,59115
87.3731,58617,59158
87.3974,58658,59184
87.4234,58662,59221
87.4361,58678,59233
87.4613,58641,59173
87.4831,58348,58751
87.5107,58199,58525
87.5218,58144,58395
87.5515,58118,58330
87.5634,58153,58350
87.5984,58175,58381
87.6196,58226,58447
87.6386,58267,58493
87.6543,58264,58501
87.6881,58295,58548
87.7035,58319,58598
87.7237,58285,58535
87.744,58258,58516
87.7665,58248,58501
87.7933,58236,58485
87.8183,58240,58473
87.836,58272,58492
87.8557,58302,58517
87.8837,58308,58570
87.9033,58320,58607
87.9252,58371,58702
87.9496,58420,58752
87.9592,58429,58771
87.9939,58439,58840
88.0145,58433,58810
88.0363,58424,58881
88.0583,58471,58873
88.0704,58481,58921
88.1051,58465,58896
88.1255,58512,58968
88.1405,58509,58953
88.1607,58535,58980
88.1881,58515,59006
88.2099,58559,59030
88.2377,58567,59057
88.2575,58578,59067
88.2723,58590,59121
88.3061,58607,59120
88.3134,58642,59209
88.3441,58653,59210
88.3638,58630,59182
88.3846,58421,58833
88.4033,58242,58579
88.4334,58127,58370
88.4453,58051,58260
88.4727,58045,58247
88.4958,58103,58250
88.5295,58122,58331
88.5415,58183,58368
88.5607,58194,58420
88.5864,58215,58444
88.6057,58243,58459
88.6255,58223,58484
88.6474,58224,58454
88.6699,58180,58424
88.6949,58191,58386
88.7158,58168,58396
88.7409,58172,58381
88.7508,58207,58404
88.786,58227,58455
88.8069,58247,58482
88.8269,58295,58550
88.8486,58336,58621
88.8697,58350,58657
88.8974,58368,58692
88.9102,58378,58710
88.9392,58419,58743
88.952,58422,58761
88.989,58410,58804
89.0008,58427,58800
89.0288,58452,58818
89.0431,58451,58833
89.0634,58522,58880
89.095,58499,58894
89.1051,58529,58914
89.1347,58521,58967
89.1403,58508,58985
89.183,58542,59008
89.2031,58554,59037
89.2227,58575,59079
89.2383,58595,59098
89.2725,58622,59124
89.2785,58647,59150
89.3133,58426,58896
89.3357,58292,58630
89.3566,58174,58410
89.3886,58090,58299
89.4006,58067,58245
89.4193,58096,58267
89.4384,58130,58300
89.4634,58180,58365
89.473,58190,58406
89.5155,58220,58469
89.5385,58299,58561
89.5566,58293,58540
89.5715,58248,58518
89.6052,58233,58466
89.6203,58210,58421
89.6402,58172,58381
89.6601,58171,58393
89.682,58198,58411
89.707,58223,58445
89.7366,58268,58503
89.7456,58341,58569
89.7738,58304,58626
89.8015,58349,58648
89.8149,58385,58705
89.8407,58406,58730
89.8546,58404,58751
89.8764,58414,58757
89.9102,58448,58769
89.924,58442,58782
89.9459,58447,58814
89.9657,58496,58832
89.9875,58457,58862
90.0152,58488,58888
90.0392,58501,58904
90.0571,58531,58955
90.0768,58527,58978
90.1138,58531,59050
90.1188,58594,59047
90.1495,58566,59034
90.1535,58482,58921
90.1892,58329,58674
90.2166,58053,58248
90.2417,57988,58092
90.2508,57958,58061
90.2765,58000,58062
90.3018,58040,58136
90.3208,58075,58182
90.3404,58104,58227
90.3624,58125,58281
90.4055,58143,58304
90.4105,58159,58345
90.4353,58180,58311
90.4527,58098,58270
90.4753,58100,58213
90.5033,58102,58221
90.5293,58101,58208
90.5425,58116,58266
90.5585,58135,58260
90.5852,58155,58314
90.6142,58208,58372
90.6298,58225,58422
90.6554,58253,58452
90.6675,58267,58540
90.6962,58316,58559
90.7226,58339,58583
90.7435,58329,58581
90.7654,58334,58630
90.7792,58353,58633
90.7989,58359,58665
90.835,58352,58695
90.8573,58368,58690
90.8695,58398,58714
90.8946,58410,58778
90.9147,58429,58813
90.9418,58451,58824
90.9521,58457,58868
90.9828,58481,58879
90.9938,58508,58917
91.0287,58522,58960
91.049,58532,58988
91.0709,58438,58897
91.0958,58301,58628
91.1048,58034,58159
91.1363,57918,58034
91.1612,57917,57957
91.1809,57933,57984
91.1948,57983,58048
91.2295,58028,58085
91.2409,58084,58154
91.2699,58096,58191
91.2788,58145,58243
91.3134,58144,58282
91.3442,58126,58271
91.3548,58061,58224
91.3796,58081,58202
91.3982,58055,58173
91.435,58058,58144
91.4477,58104,58184
91.4789,58123,58210
91.4866,58168,58257
91.5083,58167,58320
91.5281,58179,58355
91.5498,58233,58388
91.5702,58232,58474
91.6018,58291,58529
91.6118,58285,58547
91.6404,58314,58551
91.6701,58327,58571
91.6883,58303,58591
91.7103,58329,58645
91.7229,58345,58679
91.7607,58360,58633
91.7647,58356,58700
91.8012,58410,58732
91.8062,58351,58716
91.839,58397,58784
91.8637,58433,58802
91.8835,58494,58832
91.9031,58486,58864
91.9249,58493,58852
91.9527,58484,58901
91.9725,58434,58858
91.9943,58328,58673
92.0164,58196,58414
92.0287,57956,58040
92.0623,57933,58023
92.0845,57954,58009
92.105,57979,58077
92.1254,58034,58123
92.149,58078,58193
92.1761,58119,58255
92.1892,58166,58307
92.2097,58195,58339
92.2455,58188,58364
92.2576,58116,58256
92.2817,58099,58235
92.3015,58080,58169
92.3361,58082,58201
92.3427,58090,58199
92.37,58120,58248
92.39,58144,58287
92.4106,58159,58338
92.4319,58221,58370
92.4596,58246,58428
92.4794,58309,58505
92.495,58264,58537
92.5273,58314,58559
92.5431,58294,58593
92.5694,58320,58623
92.5845,58328,58622
92.6196,58338,58637
92.6316,58355,58645
92.654,58359,58674
92.6765,58385,58681
92.6957,58390,58725
92.7187,58405,58743
92.7455,58433,58788
92.7651,58456,58809
92.785,58412,58785
92.8186,58300,58596
92.8271,58142,58356
92.8567,57988,58102
92.8617,57883,57948
92.8895,57877,57861
92.9246,57890,57848
92.9378,57959,57932
92.9656,57990,58010
92.9794,58024,58069
93.0015,58037,58122
93.0291,58066,58131
93.0511,58096,58150
93.0706,58040,58146
93.0911,58038,58107
93.1124,58009,58045
93.1392,57991,58034
93.1631,58005,58043
93.1819,58039,58094
93.2029,58069,58134
93.2295,58085,58183
93.2574,58124,58218
93.2665,58163,58251
93.2922,58168,58284
93.3129,58189,58327
93.3389,58227,58376
93.355,58213,58392
93.3825,58211,58420
93.3984,58242,58417
93.4335,58218,58462
93.4443,58244,58485
93.4688,58271,58498
93.4927,58277,58516
93.5124,58294,58564
93.5466,58312,58572
93.5604,58331,58563
93.577,58361,58625
93.6055,58347,58671
93.6233,58399,58693
93.6405,58263,58545
93.6756,58095,58320
93.6817,57962,58015
93.7158,57866,57852
93.7319,57818,57764
93.7512,57838,57756
93.7861,57835,57829
93.7988,57882,57849
93.8208,57933,57918
93.8405,58006,57990
93.8623,58003,58035
93.8978,58023,58031
93.9103,58022,58049
93.933,58010,57997
93.9526,57981,57981
93.9724,57966,57971
94.0071,57971,57963
94.0144,57986,57952
94.0451,57994,58003
94.0492,58021,58033
94.0829,58072,58105
94.1066,58114,58178
94.1261,58140,58215
94.1458,58165,58253
94.1678,58164,58292
94.2058,58180,58302
94.2158,58198,58320
94.2415,58197,58354
94.2592,58209,58367
94.2789,58220,58389
94.3058,58225,58400
94.3277,58253,58430
94.3483,58270,58445
94.3682,58274,58488
94.396,58289,58522
94.4177,58313,58536
94.4358,58329,58556
94.4526,58371,58599
94.4845,58368,58637
94.5092,58347,58603
94.522,58063,58216
94.5428,57958,58006
94.5697,57860,57839
94.5845,57835,57764
94.6113,57835,57764
94.6322,57887,57797
94.663,57918,57878
94.6745,57963,57927
94.702,58011,58007
94.7165,58046,58071
94.7513,58068,58104
94.764,58048,58064
94.7858,58017,58016
94.8057,57964,57988
94.8397,57940,57948
94.8483,57984,57928
94.8764,57976,57922
94.8824,57992,57996
94.9243,58060,58024
94.9386,58080,58079
94.9654,58067,58126
94.9883,58149,58220
95.0163,58162,58271
95.0299,58170,58241
95.0626,58181,58289
95.0699,58191,58307
95.0948,58169,58324
95.1193,58197,58327
95.1485,58216,58358
95.1608,58227,58382
95.1829,58218,58384
95.2106,58282,58434
95.2226,58254,58467
95.2513,58289,58513
95.2643,58295,58498
95.2973,58148,58325
95.3153,58022,58086
95.3344,57863,57829
95.3603,57783,57701
95.3943,57749,57572
95.4189,57747,57613
95.431,57797,57650
95.4483,57924,57789
95.4649,57906,57817
95.4904,57905,57858
95.5005,57941,57866
95.538,57961,57877
95.5577,57923,57859
95.5776,57949,57828
95.6112,57901,57789
95.6231,57875,57777
95.6469,57894,57783
95.6712,57916,57862
95.6886,57966,57921
95.7153,57979,57950
95.7382,58016,57981
95.7577,58049,58057
95.7718,58058,58026
95.8068,58087,58091
95.8195,58080,58101
95.849,58117,58134
95.8682,58117,58160
95.8895,58141,58182
95.91,58148,58192
95.9346,58152,58219
95.9606,58156,58239
95.9744,58173,58256
95.9941,58193,58275
96.0341,58186,58324
96.0424,58225,58321
96.07,58230,58372
96.0857,58254,58413
96.1052,58264,58418
96.133,58073,58192
96.1528,57911,57881
96.1745,57775,57644
96.1944,57706,57521
96.2275,57676,57472
96.2366,57710,57504
96.2642,57746,57562
96.2712,57773,57592
96.3048,57812,57629
96.329,57843,57646
96.3498,57840,57748
96.3819,57868,57698
96.3935,57862,57689
96.4209,57830,57672
96.4371,57824,57643
96.4727,57843,57657
96.4727,57853,57659
96.5071,57868,57695
96.5223,57883,57725
96.5462,57926,57800
96.5838,57959,57859
96.5907,58039,57920
96.6135,58037,57952
96.64,58051,57962
96.6584,58052,57994
96.6817,58078,58021
96.7009,58070,58048
96.7234,58094,58072
96.7501,58119,58086
96.7761,58111,58129
96.7917,58130,58134
96.8158,58153,58195
96.8337,58164,58194
96.8665,58175,58220
96.8775,58182,58234
96.8997,58201,58262
96.925,58242,58322
96.9475,58279,58363
96.9636,58268,58365
96.9994,58284,58432
97.0003,58249,58346
97.0424,57894,57927
97.0567,57794,57689
97.0764,57759,57519
97.0921,57744,57491
97.126,57745,57512
97.1324,57791,57566
97.1672,57816,57646
97.1875,57866,57671
97.2024,57895,57707
97.2395,57948,57773
97.2519,57938,57750
97.2785,57907,57761
97.2962,57903,57729
97.3181,57888,57679
97.3355,57888,57652
97.3698,57895,57702
97.3759,57915,57725
97.4095,57949,57788
97.4262,57960,57795
97.4455,58000,57822
97.4814,58060,57908
97.4934,58069,57991
97.5212,58109,58016
97.5358,58115,58026
97.5554,58130,58014
97.5905,58123,58086
97.5976,58147,58098
97.6327,58154,58110
97.6469,58163,58096
97.6667,58190,58152
97.6894,58183,58181
97.7196,58173,58228
97.7361,58239,58230
97.764,58249,58297
97.7816,58282,58333
97.7996,58304,58346
97.8355,58257,58322
97.8456,58150,58158
97.8691,58017,57927
97.8917,57880,57672
97.9032,57795,57502
97.9378,57774,57438
97.9531,57842,57519
97.9792,57839,57591
97.993,57882,57619
98.0209,57903,57662
98.0426,57934,57715
98.0624,57980,57748
98.0843,57967,57754
98.1042,57979,57741
98.1462,57958,57715
98.1535,57942,57678
98.1878,57931,57670
98.2049,57960,57719
98.2281,57962,57741
98.2424,58017,57797
98.2622,58022,57834
98.2916,58078,57895
98.3087,58085,57941
98.3273,58104,57983
98.3534,58128,58004
98.3691,58165,58023
98.398,58139,58072
98.4166,58204,58104
98.4384,58197,58135
98.4582,58188,58129
98.4929,58211,58187
98.514,58239,58196
98.5277,58238,58211
98.5486,58251,58229
98.5785,58267,58267
98.5906,58284,58329
98.6183,58334,58310
98.6253,58374,58407
98.666,58368,58438
98.6826,58399,58446
98.7074,58328,58391
98.7156,58171,58138
98.7473,58009,57866
98.766,57871,57649
98.7929,57822,57524
98.8135,57833,57519
98.8344,57835,57542
98.8564,57942,57656
98.8828,57993,57684
98.9097,57969,57739
98.9245,58001,57790
98.9443,58033,57820
98.9791,58032,57808
98.9864,58011,57797
99.0191,58005,57751
99.0211,57998,57732
99.0543,57997,57735
99.0785,58005,57785
99.1092,58062,57833
99.1183,58104,57884
99.1431,58142,57939
99.1675,58161,57977
99.1944,58173,58035
99.2093,58202,58092
99.2304,58258,58077
99.258,58224,58123
99.2707,58233,58161
99.2998,58280,58186
99.3194,58321,58226
99.3471,58329,58248
99.355,58298,58269
99.3862,58332,58258
99.4047,58306,58335
99.4385,58354,58341
99.4511,58382,58341
99.473,58382,58400
99.493,58414,58441
99.5148,58435,58473
99.5424,58486,58569
99.5702,58438,58500
99.5841,58310,58281
99.604,58152,58033
99.635,58048,57833
99.646,57984,57734
99.6735,57972,57689
99.6807,58004,57730
99.7234,58027,57801
99.7386,58089,57869
99.7612,58173,57970
99.7776,58206,58019
99.8001,58219,58051
99.8271,58233,58065
99.8523,58199,58031
99.8618,58171,57986
99.891,58154,57959
99.9174,58173,57942
99.9374,58168,57954
99.9591,58189,57996
99.9791,58249,58069
100.008,58290,58181
100.0207,58318,58226
100.0425,58338,58269
100.0627,58356,58307
100.1024,58401,58337
100.1045,58406,58342
100.1341,58407,58387
100.1549,58430,58399
100.1895,58464,58435
100.2019,58452,58449
100.2242,58474,58495
100.2293,58470,58519
100.2675,58491,58561
100.2934,58531,58583
100.3134,58534,58610
100.3471,58539,58629
100.3572,58560,58668
100.3758,58580,58702
100.3969,58497,58571
100.4236,58353,58335
100.4534,58150,57901
100.465,58052,57818
100.4806,58037,57779
100.521,58086,57824
100.5269,58100,57887
100.5528,58162,57964
100.577,58183,57975
100.5911,58213,58009
100.6189,58233,58071
100.6387,58231,58074
100.6604,58228,58085
100.6804,58204,58018
100.7093,58197,58004
100.7299,58191,58022
100.7499,58205,58013
100.764,58220,58070
100.799,58239,58103
100.8193,58288,58153
100.8443,58333,58190
100.857,58344,58258
100.8749,58371,58285
100.9083,58404,58370
100.9312,58468,58378
100.9512,58477,58448
100.9677,58500,58485
101.0062,58477,58414
101.0072,58502,58463
101.0418,58451,58467
101.0573,58533,58551
101.0772,58495,58524
101.097,58533,58587
101.1354,58646,58649
101.1394,58574,58689
101.1668,58608,58755
101.1884,58631,58757
101.2081,58627,58770
101.2299,58602,58720
101.2497,58440,58511
101.2867,58327,58268
101.2918,58194,58091
101.3255,58130,57959
101.347,58120,57932
101.3619,58180,58011
101.3896,58218,58078
101.4106,58244,58110
101.4313,58286,58152
101.4511,58332,58176
101.4811,58319,58236
101.4947,58325,58228
101.5206,58335,58228
101.5345,58284,58194
101.5737,58289,58188
101.5767,58284,58202
101.6112,58313,58248
101.6328,58342,58291
101.6465,58376,58317
101.6789,58419,58361
101.702,58422,58426
101.722,58468,58445
101.7358,58486,58509
101.7699,58508,58547
101.7882,58526,58577
101.8062,58607,58645
101.8304,58563,58690
101.848,58585,58691
101.878,58603,58710
101.9026,58601,58733
101.9117,58599,58768
101.9314,58625,58793
101.9723,58656,58805
101.9814,58668,58842
102.01,58674,58909
102.014,58705,58935
102.0467,58626,58880
102.0771,58535,58736
102.091,58421,58551
102.116,58319,58398
102.1251,58264,58293
102.1604,58282,58282
102.1803,58306,58300
102.2011,58326,58357
102.2229,58383,58409
102.2595,58413,58471
102.2694,58465,58579
102.2946,58460,58581
102.315,58464,58584
102.3366,58449,58570
102.3566,58428,58557
102.3938,58420,58528
102.4028,58414,58509
102.4306,58432,58541
102.4445,58444,58598
102.4651,58477,58622
102.4981,58574,58714
102.5082,58532,58775
102.5345,58575,58836
102.5483,58620,58871
102.5701,58630,58893
102.5979,58639,58936
102.6199,58667,58970
102.632,58645,58961
102.6622,58699,59020
102.6941,58712,59042
102.708,58726,59056
102.7297,58686,59100
102.7519,58754,59155
102.7645,58750,59202
102.7988,58787,59232
102.8261,58818,59293
102.8399,58810,59283
102.8607,58804,59323
102.8888,58799,59307
102.9098,58698,59145
102.9237,58549,58986
102.9451,58356,58627
102.9659,58324,58547
102.9937,58357,58561
103.0215,58359,58611
103.0376,58405,58656
103.061,58410,58643
103.077,58477,58753
103.1049,58456,58779
103.1316,58467,58807
103.1488,58529,58790
103.1684,58489,58770
103.1963,58409,58730
103.2083,58419,58741
103.2379,58430,58743
103.2429,58466,58789
103.2919,58492,58805
103.3007,58511,58897
103.3273,58516,58916
103.3399,58545,58928
103.3618,58581,58963
103.3916,58572,59011
103.4137,58597,59032
103.4394,58643,59119
103.4514,58654,59110
103.4723,58673,59133
103.5006,58667,59169
103.5205,58671,59167
103.5423,58680,59198
103.5642,58691,59221
103.5911,58720,59252
103.6116,58725,59298
103.6385,58766,59324
103.6458,58772,59371
103.6749,58790,59404
103.6963,58818,59451
103.7159,58808,59433
103.7437,58713,59314
103.7636,58599,59159
103.7844,58456,58960
103.8174,58372,58781
103.8194,58337,58722
103.8561,58376,58743
103.8638,58343,58762
103.8947,58407,58805
103.9184,58434,58822
103.9381,58467,58865
103.9681,58479,58906
103.9857,58470,58898
104.0007,58486,58905
104.0316,58457,58875
104.0417,58445,58834
104.0746,58429,58834
104.0908,58419,58834
104.1149,58450,58885
104.1326,58481,58911
104.1622,58508,58949
104.1802,58542,58981
104.2045,58548,59013
104.2244,58587,59049
104.2362,58604,59075
104.2727,58603,59101
104.2921,58603,59112
104.3161,58645,59136
104.3539,58639,59188
104.3645,58661,59203
104.3819,58656,59218
104.4073,58668,59215
104.4242,58697,59253
104.4478,58714,59273
104.4649,58724,59295
104.4926,58734,59354
104.5065,58759,59339
104.5283,58749,59370
104.5595,58660,59291
104.5759,58561,59107
104.6033,58437,58933
104.6176,58357,58811
104.6454,58338,58750
104.6627,58327,58705
104.6834,58364,58720
104.709,58392,58767
104.734,58414,58820
104.7496,58448,58839
104.7715,58516,58895
104.7912,58504,58918
104.8222,58458,58900
104.8333,58468,58897
104.8657,58429,58806
104.8841,58437,58826
104.9042,58440,58833
104.931,58443,58806
104.9562,58482,58877
104.9658,58496,58862
104.9949,58523,58999
105.0204,58545,58974
105.0424,58579,58999
105.0635,58597,59036
105.0828,58598,59137
105.1175,58648,59108
105.1248,58635,59126
105.1526,58660,59155
105.1731,58669,59170
105.1871,58662,59187
105.218,58699,59267
105.2296,58707,59231
105.2597,58706,59280
105.2713,58720,59335
105.3056,58740,59312
105.3259,58758,59300
105.349,58649,59183
105.3642,58497,58971
105.3961,58388,58766
105.4122,58290,58620
105.4382,58277,58534
105.4587,58298,58545
105.4787,58328,58602
105.5005,58345,58625
105.5284,58377,58653
105.5481,58385,58680
105.5645,58403,58702
105.5995,58412,58699
105.6045,58409,58683
105.6378,58381,58660
105.6548,58355,58626
105.6742,58370,58635
105.694,58378,58644
105.7217,58403,58655
105.7434,58425,58692
105.7649,58469,58725
105.7974,58479,58766
105.8055,58491,58806
105.835,58502,58848
105.84,58546,58865
105.8745,58561,58875
105.904,58583,58923
105.9172,58576,58949
105.937,58595,58964
105.9587,58613,58996
105.9996,58630,58986
106.0133,58645,59017
106.0207,58663,59036
106.0523,58640,59068
106.0728,58662,59092
106.1049,58698,59116
106.1109,58701,59158
106.1397,58747,59218
106.1614,58731,59208
106.181,58675,59136
106.2101,58535,58948
106.2322,58420,58722
106.2504,58314,58545
106.2703,58260,58422
106.3073,58235,58393
106.3128,58269,58376
106.3508,58317,58417
106.3649,58356,58509
106.3875,58364,58520
106.4062,58390,58575
106.4255,58385,58567
106.4567,58394,58560
106.4656,58386,58540
106.4979,58384,58513
106.5157,58373,58501
106.5342,58366,58487
106.5699,58383,58507
106.5824,58430,58566
106.602,58469,58600
106.6267,58475,58639
106.6454,58471,58687
106.6663,58509,58715
106.6804,58537,58745
106.7111,58592,58775
106.7308,58568,58783
106.7503,58626,58806
106.7911,58595,58850
106.7985,58600,58869
106.8262,58667,58938
106.8434,58635,58952
106.8615,58672,58893
106.8894,58671,58969
106.9112,58709,58981
106.931,58702,59057
106.9508,58724,59036
106.9726,58739,59077
107.0004,58764,59110
107.0272,58823,59139
107.0412,58783,59140
107.0631,58706,59008
107.097,58542,58765
107.1061,58447,58569
107.1346,58332,58429
107.1386,58300,58360
107.1665,58334,58357
107.1949,58344,58384
107.2227,58379,58441
107.2425,58421,58486
107.2578,58480,58562
107.2904,58516,58623
107.2985,58485,58626
107.331,58489,58582
107.3489,58470,58558
107.3685,58454,58509
107.3883,58439,58480
107.4213,58456,58502
107.4303,58464,58535
107.4578,58467,58544
107.4811,58517,58595
107.5064,58573,58691
107.5281,58576,58719
107.5492,58614,58746
107.5827,58638,58805
107.59,58644,58826
107.6169,58655,58839
107.6324,58646,58880
107.6565,58664,58874
107.6796,58674,58904
107.7008,58673,58937
107.7225,58697,58990
107.7425,58725,58987
107.7772,58745,59018
107.7845,58771,59042
107.8143,58814,59060
107.835,58813,59092
107.8555,58838,59136
107.8805,58844,59175
107.8886,58852,59200
107.9222,58803,59113
107.9303,58552,58700
107.972,58446,58532
107.9933,58372,58411
108.0073,58373,58376
108.0272,58384,58387
108.0631,58435,58436
108.0779,58460,58479
108.0997,58494,58544
108.1184,58520,58569
108.1392,58554,58621
108.166,58536,58644
108.1902,58541,58635
108.2114,58503,58576
108.2286,58484,58567
108.2645,58471,58535
108.2711,58489,58527
108.298,58520,58557
108.3052,58535,58591
108.3389,58563,58632
108.3614,58573,58669
108.3882,58599,58708
108.3955,58745,59018
108.4274,58670,58819
108.4517,58686,58830
108.4747,58694,58861
108.4955,58685,58867
108.5184,58708,58911
108.5375,58716,58904
108.5629,58746,58932
108.5958,58751,58967
108.6038,58745,58959
108.6317,58750,59012
108.6478,58813,59052
108.669,58800,59068
108.6869,58826,59128
108.7208,58848,59149
108.7435,58821,59155
108.7573,58856,59195
108.7771,58899,59242
108.8131,58904,59211
108.8191,58803,59086
108.8477,58692,58859
108.8682,58437,58472
108.8894,58370,58372
108.916,58384,58360
108.9299,58359,58386
108.9628,58424,58419
108.9726,58448,58493
108.9928,58477,58511
109.0211,58504,58557
109.048,58536,58642
109.0628,58583,58589
109.0896,58686,58830
109.1044,58481,58508
109.1322,58480,58507
109.1613,58470,58512
109.1776,58489,58505
109.1948,58508,58497
109.2317,58517,58568
109.2427,58563,58613
109.2685,58568,58655
109.2705,58606,58671
109.3069,58647,58739
109.3336,58690,58794
109.3556,58676,58803
109.3708,58685,58807
109.3983,58706,58856
109.4335,58705,58842
109.441,58712,58862
109.4659,58731,58901
109.4855,58747,58927
109.5002,58753,58933
109.5282,58751,58956
109.5479,58779,59026
109.5708,58779,59028
109.5896,58827,59038
109.6114,58826,59091
109.6313,58857,59127
109.659,58865,59153
109.6807,58885,59155
109.7007,58847,59142
109.7234,58736,58994
109.7502,58584,58762
109.7711,58327,58406
109.792,58351,58327
109.8118,58347,58315
109.8396,58379,58361
109.8612,58421,58399
109.8824,58456,58446
109.9029,58494,58479
109.9169,58499,58518
109.9447,58534,58530
109.9738,58517,58536
109.9792,58489,58458
110.0066,58460,58462
110.041,58449,58417
110.0572,58453,58452
110.0767,58444,58473
110.0987,58482,58489
110.1107,58515,58533
110.1455,58538,58579
110.1701,58574,58612
110.1802,58593,58656
110.2088,58615,58690
110.2309,58642,58734
110.2502,58642,58757
110.277,58659,58790
110.2918,58689,58806
110.3268,58661,58829
110.3396,58702,58852
110.3614,58690,58855
110.3812,58721,58864
110.4163,58749,58912
110.4234,58746,58919
110.4533,58710,58921
110.471,58782,58997
110.5065,58767,59037
110.5136,58821,59042
110.5459,58811,59077
110.5644,58840,59118
110.5857,58886,59124
110.5995,58783,59026
110.6269,58610,58838
110.6451,58537,58634
110.6811,58382,58289
110.6873,58333,58283
110.7148,58373,58327
110.7433,58450,58355
110.7621,58461,58449
110.7849,58478,58487
110.7988,58510,58485
110.8187,58538,58550
110.8557,58527,58532
110.8709,58526,58511
110.895,58491,58532
110.9089,58462,58417
110.9307,58441,58379
110.9584,58447,58379
110.9853,58454,58431
110.9926,58499,58490
111.0225,58516,58501
111.0479,58542,58558
111.0698,58554,58589
111.0895,58573,58642
111.1104,58576,58637
111.1433,58604,58676
111.1523,58632,58680
111.1791,58642,58705
111.1958,58634,58721
111.2154,58620,58743
111.2433,58639,58755
111.2701,58662,58771
111.2923,58669,58789
111.3047,58670,58798
111.3394,58709,58858
111.3468,58720,58867
111.3784,58743,58930
111.3814,58728,58905
111.4233,58618,58754
111.4393,58484,58546
111.4585,58374,58340
111.4861,58274,58187
111.5061,58247,58109
111.528,58286,58123
111.5558,58299,58158
111.5755,58343,58207
111.591,58399,58290
111.6315,58418,58333
111.6363,58408,58348
111.6663,58425,58342
111.6824,58419,58304
111.7075,58380,58270
111.7214,58338,58231
111.7533,58349,58213
111.7725,58354,58230
111.7918,58364,58277
111.8117,58466,58324
111.8433,58464,58384
111.8543,58456,58414
111.8834,58483,58456
111.9055,58485,58491
111.923,58512,58502
111.9517,58509,58529
111.9729,58536,58567
111.9923,58532,58563
112.0071,58543,58568
112.0392,58573,58593
112.0481,58557,58617
112.0827,58598,58645
112.0985,58589,58672
112.1374,58599,58691
112.1471,58608,58735
112.1669,58630,58747
112.1866,58633,58790
112.2086,58649,58794
112.2283,58688,58812
112.2593,58684,58833
112.273,58482,58562
112.299,58340,58301
112.3255,58200,58084
112.3394,58169,57991
112.3613,58137,57945
112.381,58164,57966
112.411,58174,57995
112.4367,58214,58037
112.4505,58221,58065
112.4733,58265,58087
112.5002,58374,58120
112.5221,58264,58101
112.5518,58248,58086
112.5685,58241,58086
112.5875,58238,58038
112.6063,58223,58015
112.6404,58236,58046
112.6513,58274,58137
112.6754,58325,58085
112.6804,58307,58167
112.7167,58372,58196
112.7377,58351,58286
